hometown,country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Bourbonnais, IL",USA,41.180968,-87.847038,0.5,place,,,,,Bourbonnais,IL,"Kankakee County",60914,US,"TIGER/Line® dataset from the US Census Bureau"
"Lemont, IL",USA,41.672977,-87.999416,1,street_center,,"Lemont Rd",,,Lemont,IL,"Cook County",60439,US,"TIGER/Line® dataset from the US Census Bureau"
"Bonner Springs, KS",USA,39.073534,-94.881865,1,street_center,,"Bonner Ln",,,"Bonner Springs",KS,"Wyandotte County",66012,US,"TIGER/Line® dataset from the US Census Bureau"
"King of Prussia, Penn.",USA,40.609052,-79.569776,1,street_center,,"King Rd",,,Vandergrift,PA,"Armstrong County",15690,US,"TIGER/Line® dataset from the US Census Bureau"
"Jeffersonville, IN",USA,38.294683,-85.738126,1,street_center,,"Jefferson Ct",,,Jeffersonville,IN,"Clark County",47130,US,"TIGER/Line® dataset from the US Census Bureau"
"Wichita, KS",USA,37.801606,-97.332529,1,street_center,,Wichita,,,Wichita,KS,"Sedgwick County",67219,US,"TIGER/Line® dataset from the US Census Bureau"
"High Point, N.C.",USA,36.057454,-80.145782,0.9,street_center,,"High Point Rd",,,Winston-Salem,NC,"Forsyth County",27107,US,"TIGER/Line® dataset from the US Census Bureau"
"Huntersville, N.C.",USA,35.413468,-80.819725,0.7,street_center,,"Huntersville-Concord Rd",,,Huntersville,NC,"Mecklenburg County",28078,US,"TIGER/Line® dataset from the US Census Bureau"
"Hollywood, FL",USA,26.010633,-80.175891,1,street_center,,"Hollywood Blvd",,,Hollywood,FL,"Broward County",33021,US,"TIGER/Line® dataset from the US Census Bureau"
"Mooresville, N.C.",USA,35.618222,-80.734845,1,street_center,,"Mooresville Rd",,,Mooresville,NC,"Rowan County",28115,US,"TIGER/Line® dataset from the US Census Bureau"
"Holly Springs, N.C.",USA,35.654669,-78.823398,0.86,street_center,,"Holly Springs Rd",,,Apex,NC,"Wake County",27539,US,"TIGER/Line® dataset from the US Census Bureau"
"Morganton, N.C.",USA,35.772992,-81.676229,0.5,place,,,,,Morganton,NC,"Burke County",28655,US,"TIGER/Line® dataset from the US Census Bureau"
"Boone, N.C.",USA,36.200375,-81.658899,0.9,street_center,,"Boone Heights Dr",,,Boone,NC,"Watauga County",28607,US,"TIGER/Line® dataset from the US Census Bureau"
"Brevard, N.C.",USA,35.174351,-82.753971,0.5,place,,,,,Brevard,NC,"Transylvania County",28712,US,"TIGER/Line® dataset from the US Census Bureau"
"Grand Rapids, MN",USA,47.23973,-93.53004,0.5,place,,,,,"Grand Rapids",MN,"Itasca County",55730,US,"TIGER/Line® dataset from the US Census Bureau"
"Lake in the Hills, Ill.",USA,0,0,0,,,,,,,,,,,
"Flora, Miss.",USA,0,0,0,,,,,,,,,,,
"Selma, IN",USA,40.15178,-85.265562,1,place,,,,,Selma,IN,"Delaware County",47383,US,"TIGER/Line® dataset from the US Census Bureau"
"Clarkston, MI",USA,42.758986,-83.348657,1,street_center,,"Clarkston Rd",,,Clarkston,MI,"Oakland County",48348,US,"TIGER/Line® dataset from the US Census Bureau"
"Loveland, OH",USA,39.267992,-84.292648,0.9,street_center,,"W Loveland Ave",,,Loveland,OH,"Hamilton County",45140,US,"TIGER/Line® dataset from the US Census Bureau"
"Bartlett, TN",USA,35.172312,-89.880538,1,street_center,,"Bartlett Rd",,,Memphis,TN,"Shelby County",38134,US,"TIGER/Line® dataset from the US Census Bureau"
"Parker City, IN",USA,40.174184,-85.173858,1,place,,,,,"Parker City",IN,"Randolph County",47368,US,"TIGER/Line® dataset from the US Census Bureau"
"Daytona Beach, FL",USA,29.220089,-81.02399,1,street_center,,"Daytona St",,,"Daytona Beach",FL,"Volusia County",32114,US,"TIGER/Line® dataset from the US Census Bureau"
"Tallahasee, FL",USA,30.513231,-84.238013,0.9,street_center,,"Tallahassee Dr",,,"Miccosukee Cpo",FL,"Leon County",32309,US,"TIGER/Line® dataset from the US Census Bureau"
"Hurdle Mills, N.C.",USA,36.334198,-79.01359,0.9,street_center,,"Hurdle Mills Rd",,,Roxboro,NC,"Person County",27573,US,"TIGER/Line® dataset from the US Census Bureau"
"Niskayuna, N.Y.",USA,42.823557,-73.898304,1,street_center,,"Niskayuna Dr",,,Schenectady,NY,"Schenectady County",12309,US,"TIGER/Line® dataset from the US Census Bureau"
"Manlius, N.Y.",USA,42.955618,-75.96654,0.5,place,,,,,Manlius,NY,"Onondaga County",13104,US,"TIGER/Line® dataset from the US Census Bureau"
"Smithtown, N.Y.",USA,40.847148,-73.170573,1,street_center,,"Smithtown Byp",,,Smithtown,NY,"Suffolk County",11787,US,"TIGER/Line® dataset from the US Census Bureau"
"Merrick, N.Y.",USA,40.668501,-73.553628,0.5,place,,,,,Merrick,NY,"Nassau County",11566,US,"TIGER/Line® dataset from the US Census Bureau"
"Oxford, N.C.",USA,36.356176,-78.922551,0.9,street_center,,"Oxford Rd",,,Roxboro,NC,"Person County",27574,US,"TIGER/Line® dataset from the US Census Bureau"
"Clifton, N.J.",USA,40.870615,-74.154291,1,street_center,,"Clifton Ave",,,Clifton,NJ,"Passaic County",07011,US,"TIGER/Line® dataset from the US Census Bureau"
"Rockaway, N.J.",USA,40.894731,-74.507057,1,street_center,,"Rockaway Ave",,,Rockaway,NJ,"Morris County",07866,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington, D.C.",USA,38.911936,-77.016719,0.5,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Bakersfield, CA",USA,35.434583,-119.254439,1,street_center,,"Baker Rd",,,Bakersfield,CA,"Kern County",93314,US,"TIGER/Line® dataset from the US Census Bureau"
"Livermore, CA",USA,37.745068,-121.769757,0.95,street_center,,"Livermore Ave",,,Livermore,CA,"Alameda County",94551,US,"TIGER/Line® dataset from the US Census Bureau"
"Encinitas, CA",USA,33.045619,-117.255936,1,street_center,,"Encinitas Blvd",,,Encinitas,CA,"San Diego County",92024,US,"TIGER/Line® dataset from the US Census Bureau"
"San Luis Obispo, CA",USA,35.745687,-120.698487,0.9,street_center,,"San Luis Obispo Rd",,,"Paso Robles",CA,"San Luis Obispo County",93446,US,"TIGER/Line® dataset from the US Census Bureau"
"Roseville, CA",USA,38.725961,-121.307339,1,street_center,,"Roseville Rd",,,Roseville,CA,"Placer County",95678,US,"TIGER/Line® dataset from the US Census Bureau"
"Medford, OR",USA,42.332407,-122.866155,1,street_center,,"Medford Ctr",,,Medford,OR,"Jackson County",97504,US,"TIGER/Line® dataset from the US Census Bureau"
"Las Vegas, NV",USA,36.094409,-115.180315,1,street_center,,"Las Vegas Fwy",,,"Las Vegas",NV,"Clark County",89119,US,"TIGER/Line® dataset from the US Census Bureau"
"San Diego, CA",USA,33.15739,-117.339693,0.9,street_center,,"San Diego Fwy",,,Carlsbad,CA,"San Diego County",92008,US,"TIGER/Line® dataset from the US Census Bureau"
"Campbell, CA",USA,37.286666,-121.963332,0.9,street_center,,"W Campbell Ave",,,Campbell,CA,"Santa Clara County",95008,US,"TIGER/Line® dataset from the US Census Bureau"
"Whitewater, WI",USA,42.831207,-88.735199,0.9,street_center,,"W Whitewater St",,,Whitewater,WI,"Walworth County",53190,US,"TIGER/Line® dataset from the US Census Bureau"
"Oakland, CA",USA,37.820403,-122.250872,1,street_center,,Oakland,,,Oakland,CA,"Alameda County",94611,US,"TIGER/Line® dataset from the US Census Bureau"
"Redwood City, CA",USA,37.462158,-122.235639,0.5,place,,,,,"Redwood City",CA,"San Mateo County",94061,US,"TIGER/Line® dataset from the US Census Bureau"
"Sacramento, CA",USA,37.798043,-120.993456,0.9,street_center,,"Sacramento St",,,Escalon,CA,"San Joaquin County",95320,US,"TIGER/Line® dataset from the US Census Bureau"
"Auburn, CA",USA,39.100167,-120.951563,1,street_center,,"Auburn St",,,Auburn,CA,"Placer County",95602,US,"TIGER/Line® dataset from the US Census Bureau"
"Menifee, CA",USA,33.677245,-117.155262,1,street_center,,"Menifee Rd",,,Menifee,CA,"Riverside County",92584,US,"TIGER/Line® dataset from the US Census Bureau"
"Lafayette, CA",USA,37.901223,-122.120089,0.5,place,,,,,Lafayette,CA,"Contra Costa County",94549,US,"TIGER/Line® dataset from the US Census Bureau"
"Kahalu'u, HI",USA,20.021576,-155.648565,0.9,street_center,,"Kahilu Rd",,,Kamuela,HI,"Hawaii County",96743,US,"TIGER/Line® dataset from the US Census Bureau"
"San Clemente, CA",USA,33.42362,-117.606843,1,place,,,,,"San Clemente",CA,"Orange County",92672,US,"TIGER/Line® dataset from the US Census Bureau"
"LaGrange, Ind.",USA,41.53283,-85.08108,0.5,place,,,,,Hudson,IN,"Steuben County",46747,US,"TIGER/Line® dataset from the US Census Bureau"
"Clover, S.C.",USA,35.0415,-81.144899,0.9,street_center,,"Clover Cir",,,York,SC,"York County",29745,US,"TIGER/Line® dataset from the US Census Bureau"
"Evans, GA.",USA,33.551132,-82.143617,1,place,,,,,Evans,GA,"Columbia County",30809,US,"TIGER/Line® dataset from the US Census Bureau"
"Asheville, N.C.",USA,35.616336,-82.65124,0.8,street_center,,"Asheville Springs Cir",,,Asheville,NC,"Buncombe County",28806,US,"TIGER/Line® dataset from the US Census Bureau"
"Fayetteville, N.C.",USA,35.006282,-79.181299,0.9,street_center,,"Fayetteville Rd",,,Raeford,NC,"Hoke County",28376,US,"TIGER/Line® dataset from the US Census Bureau"
"Scott Depot, W.Va.",USA,38.121793,-76.79025,0.75,place,,,,,Zacata,VA,"Westmoreland County",22581,US,"TIGER/Line® dataset from the US Census Bureau"
"Easley, S.C.",USA,34.872646,-82.883648,0.9,street_center,,"Easley Pt",,,"Six Mile",SC,"Pickens County",29682,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Pleasant, S.C.",USA,32.847273,-79.820563,0.5,place,,,,,"Mount Pleasant",SC,"Charleston County",29464,US,"TIGER/Line® dataset from the US Census Bureau"
"Supply, N.C.",USA,34.019719,-78.263738,0.9,street_center,,"Supply St SE",,,Supply,NC,"Brunswick County",28462,US,"TIGER/Line® dataset from the US Census Bureau"
"Golden Valley, Minn.",USA,0,0,0,,,,,,,,,,,
"DeForest, Wis.",USA,43.246871,-89.334662,1,street_center,,"Deforest St",,,"De Forest",WI,"Dane County",53532,US,"TIGER/Line® dataset from the US Census Bureau"
"Wilmington, N.C.",USA,34.24247,-77.886998,1,street_center,,"Wilmington Ave",,,Wilmington,NC,"New Hanover County",28403,US,"TIGER/Line® dataset from the US Census Bureau"
"Plymouth, Mich.",USA,41.915441,-70.912045,0.9,street_center,,"Plymouth St",,,Middleboro,MA,"Plymouth County",02346,US,"TIGER/Line® dataset from the US Census Bureau"
"Mt. Pleasant, S.C.",USA,32.847273,-79.820563,0.5,place,,,,,"Mount Pleasant",SC,"Charleston County",29464,US,"TIGER/Line® dataset from the US Census Bureau"
"Cranbury, N.J.",USA,40.313995,-74.588298,0.95,street_center,,"Cranbury Cir",,,Cranbury,NJ,"Middlesex County",08512,US,"TIGER/Line® dataset from the US Census Bureau"
"Burnt Hills, N.Y.",USA,42.923676,-73.911768,0.5,place,,,,,"Burnt Hills",NY,"Saratoga County",12027,US,"TIGER/Line® dataset from the US Census Bureau"
"McLean, Va.",USA,38.930794,-77.169721,1,street_center,,"McLean Ct",,,"Mc Lean",VA,"Fairfax County",22101,US,"TIGER/Line® dataset from the US Census Bureau"
"Hedgesville, W.Va.",USA,0,0,0,,,,,,,,,,,
"Pauline, S.C.",USA,34.83318,-81.87232,0.5,place,,,,,Pauline,SC,"Spartanburg County",29374,US,"TIGER/Line® dataset from the US Census Bureau"
"Florence, S.C.",USA,33.820955,-79.44134,0.9,street_center,,"Florence Ave",,,Johnsonville,SC,"Florence County",29555,US,"TIGER/Line® dataset from the US Census Bureau"
"Ho-Ho-Kus, N.J.",USA,40.998882,-74.096848,1,place,,,,,Ho-Ho-Kus,NJ,"Bergen County",07423,US,"TIGER/Line® dataset from the US Census Bureau"
"Oregon, Ill.",USA,0,0,0,,,,,,,,,,,
"Delmont, Penn.",USA,0,0,0,,,,,,,,,,,
"Statesville, N.C.",USA,35.819209,-80.871377,0.9,street_center,,"N Statesville Dr",,,Statesville,NC,"Iredell County",28625,US,"TIGER/Line® dataset from the US Census Bureau"
"Albuquerque, N.M.",USA,35.199592,-106.644831,0.5,place,,,,,Albuquerque,NM,"Sandoval County",87101,US,"TIGER/Line® dataset from the US Census Bureau"
"Carson City, Nev.",USA,39.207849,-119.80377,1,street_center,,"Carson St",,,"Carson City",NV,"Carson City",89703,US,"TIGER/Line® dataset from the US Census Bureau"
"Wilkesboro, N.C.",USA,36.151674,-81.144673,1,street_center,,"Wilkesboro Blvd",,,Wilkesboro,NC,"Wilkes County",28697,US,"TIGER/Line® dataset from the US Census Bureau"
"Hartland, Wis.",USA,0,0,0,,,,,,,,,,,
"Goldsboro, N.C.",USA,35.425975,-77.971149,0.6,street_center,,"Goldsboro Byp",,,Goldsboro,NC,"Wayne County",27530,US,"TIGER/Line® dataset from the US Census Bureau"
"Lancaster, N.Y.",USA,42.890058,-78.678047,1,street_center,,"Lancaster Ave",,,Lancaster,NY,"Erie County",14086,US,"TIGER/Line® dataset from the US Census Bureau"
"Coeur d'Alene, Idaho",USA,47.97368,-116.830349,0.9,street_center,,"Coeur D'alene Dr",,,"Spirit Lake",ID,"Kootenai County",83869,US,"TIGER/Line® dataset from the US Census Bureau"
"Troy, ID",USA,46.721117,-116.985233,0.9,street_center,,"Troy Rd",,,Moscow,ID,"Latah County",83843,US,"TIGER/Line® dataset from the US Census Bureau"
"Aitkin, Minn.",USA,0,0,0,,,,,,,,,,,
"St. Paul, Minn.",USA,0,0,0,,,,,,,,,,,
"Matthews, N.C.",USA,35.115772,-80.715254,0.9,street_center,,"E Matthews St",,,Matthews,NC,"Mecklenburg County",28105,US,"TIGER/Line® dataset from the US Census Bureau"
"Greensboro, N.C.",USA,36.079478,-79.747227,1,street_center,,"Greensboro St",,,Greensboro,NC,"Guilford County",27401,US,"TIGER/Line® dataset from the US Census Bureau"
"Mantorville, Minn.",USA,0,0,0,,,,,,,,,,,
"Winterville, N.C.",USA,35.531961,-77.396671,0.95,street_center,,"Winterville Ct",,,Winterville,NC,"Pitt County",28590,US,"TIGER/Line® dataset from the US Census Bureau"
"College Station, TX",USA,30.628752,-96.348007,1,street_center,,"College Ave",,,"College Station",TX,"Brazos County",77840,US,"TIGER/Line® dataset from the US Census Bureau"
"Ridgewood, N.J.",USA,40.981555,-74.054898,1,street_center,,"Ridgewood Rd",,,Paramus,NJ,"Bergen County",07676,US,"TIGER/Line® dataset from the US Census Bureau"
"Helotes, TX",USA,29.613706,-98.757954,0.7,street_center,,"Helotes Springs Rd",,,"San Antonio",TX,"Bexar County",78254,US,"TIGER/Line® dataset from the US Census Bureau"
"West Orange, N.J.",USA,40.79283,-74.231858,1,street_center,,"Orange Pl",,,"West Orange",NJ,"Essex County",07052,US,"TIGER/Line® dataset from the US Census Bureau"
"Huntington, N.Y.",USA,40.888492,-73.404044,0.9,street_center,,"Huntington Bay Rd",,,Huntington,NY,"Suffolk County",11743,US,"TIGER/Line® dataset from the US Census Bureau"
"Ithaca, N.Y.",USA,42.439356,-76.479342,1,street_center,,"Ithaca Rd",,,Ithaca,NY,"Tompkins County",14850,US,"TIGER/Line® dataset from the US Census Bureau"
"Buffalo, N.Y.",USA,42.773669,-78.834522,1,street_center,,"Buffalo Ave",,,Buffalo,NY,"Erie County",14219,US,"TIGER/Line® dataset from the US Census Bureau"
"Rochester, N.Y.",USA,43.027147,-77.744214,0.9,street_center,,"Rochester St",,,Scottsville,NY,"Monroe County",14546,US,"TIGER/Line® dataset from the US Census Bureau"
"Cold Spring, KY.",USA,37.734249,-85.21065,1,place,,,,,Springfield,KY,"Washington County",40069,US,"TIGER/Line® dataset from the US Census Bureau"
"Lexington, S.C.",USA,34.166037,-81.349787,0.9,street_center,,"Lexington St",,,Chapin,SC,"Lexington County",29036,US,"TIGER/Line® dataset from the US Census Bureau"
"Monroe, N.C.",USA,35.074176,-80.527827,0.5,place,,,,,Monroe,NC,"Union County",28110,US,"TIGER/Line® dataset from the US Census Bureau"
"Westfield, N.J.",USA,40.643683,-74.345346,1,street_center,,"Westfield Ave",,,Westfield,NJ,"Union County",07090,US,"TIGER/Line® dataset from the US Census Bureau"
"Goshen, N.Y.",USA,41.365644,-74.333915,1,street_center,,"Goshen Trl",,,Goshen,NY,"Orange County",10924,US,"TIGER/Line® dataset from the US Census Bureau"
"Linden, N.J.",USA,40.625619,-74.253847,0.9,street_center,,"W Linden Ave",,,Linden,NJ,"Union County",07036,US,"TIGER/Line® dataset from the US Census Bureau"
"South Glenn Falls, N.Y.",USA,43.313904,-73.651747,0.9,street_center,,"Glen St",,,"Glens Falls",NY,"Warren County",12801,US,"TIGER/Line® dataset from the US Census Bureau"
"Fairburn, GA",USA,33.766641,-84.500239,0.9,street_center,,"Fairburn Pl",,,Atlanta,GA,"Fulton County",30331,US,"TIGER/Line® dataset from the US Census Bureau"
"Woodbridge, VA",USA,38.663571,-77.254964,1,street_center,,"Woodbridge St",,,Woodbridge,VA,"Prince William County",22191,US,"TIGER/Line® dataset from the US Census Bureau"
"Bloomfield, NJ",USA,40.786513,-74.193691,1,street_center,,"Bloomfield Ave",,,Bloomfield,NJ,"Essex County",07003,US,"TIGER/Line® dataset from the US Census Bureau"
"Noblesville, IN",USA,40.073328,-85.999521,0.5,place,,,,,Noblesville,IN,"Hamilton County",46060,US,"TIGER/Line® dataset from the US Census Bureau"
"Bohemia, NY",USA,40.760138,-73.103175,1,street_center,,"Bohemia Pkwy",,,Bohemia,NY,"Suffolk County",11716,US,"TIGER/Line® dataset from the US Census Bureau"
"McKinney, TX",USA,33.195622,-96.618766,1,street_center,,"McKinney St",,,McKinney,TX,"Collin County",75069,US,"TIGER/Line® dataset from the US Census Bureau"
"Chicago, IL",USA,41.757196,-87.593762,0.9,street_center,,"S Chicago",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
"South Fulton, GA",USA,0,0,0,,,,,,,,,,,
"Missouri City, TX",USA,29.714639,-94.994166,0.9,street_center,,Missouri,,,Baytown,TX,"Harris County",77520,US,"TIGER/Line® dataset from the US Census Bureau"
"Plainfield, IL",USA,41.637301,-88.289039,0.9,street_center,,"Plainfield Rd",,,Oswego,IL,"Kendall County",60543,US,"TIGER/Line® dataset from the US Census Bureau"
"Los Angeles, CA",USA,34.091866,-117.982696,0.9,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau"
"Hoover, AL",USA,33.405387,-86.811378,0.9,place,,,,,Hoover,AL,"Jefferson County",35236,US,"TIGER/Line® dataset from the US Census Bureau"
"Fishers, IN",USA,39.955941,-86.03875,1,street_center,,"Fishers Dr",,,Fishers,IN,"Hamilton County",46038,US,"TIGER/Line® dataset from the US Census Bureau"
"The Woodlands, TX",USA,30.159213,-95.495054,1,street_center,,"Woodlands Pkwy",,,Spring,TX,"Montgomery County",77381,US,"TIGER/Line® dataset from the US Census Bureau"
"Oklahoma City, OK",USA,35.49736,-97.510136,0.86,street_center,,"N Oklahoma Ave",,,"Oklahoma City",OK,"Oklahoma County",73105,US,"TIGER/Line® dataset from the US Census Bureau"
"Rockland, N.Y.",USA,41.032213,-73.919727,0.9,street_center,,"Rockland Rd",,,Sparkill,NY,"Rockland County",10976,US,"TIGER/Line® dataset from the US Census Bureau"
"Laurel, MD",USA,39.088031,-76.860903,1,street_center,,"Laurel Pl",,,Laurel,MD,"Prince George's County",20707,US,"TIGER/Line® dataset from the US Census Bureau"
"Bridgeville, PA",USA,40.35618,-80.11006,1,place,,,,,Bridgeville,PA,"Allegheny County",15017,US,"TIGER/Line® dataset from the US Census Bureau"
"Hempstead, NY",USA,40.682247,-73.627141,1,street_center,,"Hempstead Ave",,,Hempstead,NY,"Nassau County",11550,US,"TIGER/Line® dataset from the US Census Bureau"
"Baton Rouge, LA",USA,30.489629,-91.165999,1,street_center,,"Baton Rouge Ave",,,"Baton Rouge",LA,"East Baton Rouge Parish",70805,US,"TIGER/Line® dataset from the US Census Bureau"
"Sandy, UT",USA,40.572334,-111.88129,1,street_center,,"Sandy Cir",,,Sandy,UT,"Salt Lake County",84070,US,"TIGER/Line® dataset from the US Census Bureau"
"Grand Rapids, MI",USA,42.717804,-85.461847,0.9,street_center,,"Grand Rapids St",,,Middleville,MI,"Barry County",49333,US,"TIGER/Line® dataset from the US Census Bureau"
"Birmingham, AL",USA,33.571137,-86.765344,1,street_center,,"Birmingham St",,,Birmingham,AL,"Jefferson County",35217,US,"TIGER/Line® dataset from the US Census Bureau"
"Baltimore, MD",USA,39.234683,-76.633662,0.9,street_center,,"Baltimore St",,,Halethorpe,MD,"Baltimore County",21227,US,"TIGER/Line® dataset from the US Census Bureau"
"Frisco, TX",USA,33.158154,-96.834002,1,street_center,,"Frisco St",,,Frisco,TX,"Collin County",75034,US,"TIGER/Line® dataset from the US Census Bureau"
"New Orleans, LA",USA,29.985785,-90.06659,1,street_center,,"New Orleans St",,,"New Orleans",LA,"Orleans Parish",70119,US,"TIGER/Line® dataset from the US Census Bureau"
"Baytown, TX",USA,29.753657,-94.946316,1,street_center,,"Baytown Loop",,,Baytown,TX,"Harris County",77520,US,"TIGER/Line® dataset from the US Census Bureau"
